step,ebn0_low_db,ebn0_high_db,epsilon_low,epsilon_high,pn_sigma_low,pn_sigma_high,loss_low,loss_high,total_loss,ber_low,ber_high,learning_rate,elapsed_seconds
1450,6,29,0.053765910575860075,0.05307708343657804,0.00036112815473247195,0.0029782085335076326,0.3595748841762543,4.224535942077637,42.65673828125,0.10332997888326645,0.012591044418513775,0.0005,596.6488056999997
1500,1,29,0.045052305668949244,0.050144371031066226,0.0014959167527630662,0.0027143198490474103,0.5927929282188416,2.3080482482910156,23.73200035095215,0.18808746337890625,0.011866251938045025,0.0005,616.9118695999996
1550,10,32,0.009582092232753957,0.01060489189048429,0.00224641934548976,0.002006316297149231,0.08884379267692566,1.1110325885965722e-06,0.14332589507102966,0.022918701171875,0.0,0.0005,637.5318121
1600,20,22,0.0548790917441651,0.0037471354998495276,0.0006141083876426294,0.0014173782035240589,0.18055519461631775,0.00028921113698743284,0.19915005564689636,0.008463541977107525,7.62939453125e-05,0.0005,655.3183236999994
1650,12,28,0.031650151070048926,0.0467895536474939,0.0016805738042119163,0.00017402051651114347,0.05180785432457924,0.11857019364833832,1.280930757522583,0.0112737026065588,0.0012385051231831312,0.0005,673.1253446000001
1700,3,24,0.030993252188322655,0.019250743566770975,0.0009072277722377039,0.0014512726330203223,0.44040563702583313,0.0002892900665756315,0.5065921545028687,0.13319651782512665,6.612142169615254e-05,0.0005,694.5381004000001
1750,2,33,0.04954963576970446,0.05365760119201071,0.0002962154397438015,0.0008548303601507609,0.5425090789794922,2.060922861099243,21.20860481262207,0.16943106055259705,0.00463104248046875,0.0005,716.5709661000001
1800,3,34,0.019485687872435722,0.0438676985094508,0.0011284165041933272,0.0010430393503600096,0.4341750144958496,0.5759528875350952,6.2504987716674805,0.1308085173368454,0.0009714762563817203,0.0005,737.7605500999998
1850,1,23,0.04659118621396103,0.022142688990625284,0.002167748205222887,0.0010999715943556627,0.5845038294792175,0.0002707421954255551,0.6527112126350403,0.18542227149009705,8.900960528990254e-05,0.0005,757.2284474999997
1900,15,28,0.002479218391626663,0.018191491514712513,0.0016743748152535183,8.17702968303311e-05,0.009896712377667427,2.7672936994349584e-05,0.0657728835940361,0.0022684733849018812,7.62939453125e-06,0.0005,777.0111811999996
1950,18,30,0.019950494008772055,0.015061480685485901,0.00020759360676155113,0.0008166897614282216,0.0029485183767974377,9.507116374152247e-06,0.016167376190423965,0.0006663004751317203,2.543131586207892e-06,0.0005,797.8589327999998
2000,6,33,0.016858185760028982,0.029266850849678446,0.002808318213196081,0.001336730196240113,0.26657411456108093,0.002810853999108076,0.3448163568973541,0.07634735107421875,2.0345052689663135e-05,0.0005,819.4522932
2050,2,35,0.023549358529385018,0.047739556082686777,0.0023005052534147193,0.0007281655515179861,0.5070880651473999,0.7024890184402466,7.590953826904297,0.15618643164634705,0.00147247314453125,0.0005,839.9040121999997
2100,4,23,0.05143296958527184,0.03176371501246067,0.001481702940163589,0.0005566948896595465,0.4485001862049103,0.0010684311855584383,0.5171961188316345,0.1364186704158783,0.00019582113600336015,0.0005,860.6774647000002
2150,9,33,0.011255082074642195,0.005660274656426658,0.0005160702721321024,0.0018612636067598413,0.13990257680416107,6.364920324131162e-08,0.19642382860183716,0.0381825789809227,0.0,0.0005,880.3736369999997
2200,5,34,0.03594222296663661,0.018264178390734864,0.0015012016871649553,0.0010619522339161813,0.32716020941734314,6.855224910395918e-06,0.3864136040210724,0.09599050134420395,2.543131586207892e-06,0.0005,900.3440407999997
2250,20,34,0.02752838343376268,0.005279970360613506,0.00016879249337718038,0.0017276480515988663,0.0036061876453459263,7.434644011539149e-09,0.01680460199713707,0.00045522055006586015,0.0,0.0005,922.2162346999994
2300,6,25,0.033449692314010036,0.00679131881158521,0.0002175017560500001,0.0021183616437896536,0.28912147879600525,0.00012433476513251662,0.3491740822792053,0.08321380615234375,2.543131631682627e-05,0.0005,944.7728519000002
2350,9,34,0.00439992214619378,0.05657503546665362,0.0018757653998981083,0.0010255339659463105,0.1134924441576004,4.86942720413208,48.85494613647461,0.0295359306037426,0.00717926025390625,0.0005,973.2615378
2400,5,31,0.00014907835484299746,0.043762167386100746,0.002209395244516308,0.0029638360191782042,0.3160786032676697,1.5917079448699951,16.294519424438477,0.091766357421875,0.004702250473201275,0.0005,999.8495273999997
2450,13,23,0.014603571911682349,0.03421271453512115,0.0025926973022734,0.0007048042631755905,0.027392882853746414,0.006221677176654339,0.1536775678396225,0.00543975830078125,0.00023905436682980508,0.0005,1023.8263428999999
2500,1,27,0.05861934243557046,0.057574181827843185,0.0013792505653562627,0.00032756191062389105,0.6027980446815491,0.80319744348526,8.698273658752441,0.1917877197265625,0.0062611899338662624,0.00025,1046.5526031999998
2550,10,29,0.0049307497295813605,0.042440715418918876,0.0015650718177813382,0.0019421786473635843,0.06742185354232788,0.5010660290718079,5.126715660095215,0.0170745849609375,0.0023905436974018812,0.00025,1069.9236300000002
2600,17,31,0.029821962432563145,0.00535344286363147,0.00252996249594726,0.002895855836246149,0.028067979961633682,0.00041729724034667015,0.04534795507788658,0.00286102294921875,7.62939453125e-06,0.00025,1090.1240120000002
2650,0,33,0.048069679758802566,0.0018972975380095946,0.0014415929354542624,0.0014597666342706424,0.6354871988296509,2.5834001462499145e-06,0.7041540741920471,0.20314280688762665,0.0,0.00025,1108.9541461
2700,1,29,0.011553216410098955,0.049981403154079035,0.002110327902798713,0.0020814670994237228,0.5569797158241272,1.4125723838806152,14.746739387512207,0.1736094206571579,0.0058186850510537624,0.00025,1127.6311827
2750,3,35,0.05044309224249092,0.02985312391037654,0.0006542707452622409,0.0005139560798783658,0.5158439874649048,1.2742016330946626e-08,0.572114884853363,0.15997061133384705,0.0,0.00025,1146.4531127999999
2800,5,22,0.03837410612590848,0.030869989335314475,0.0016436992913804118,0.002592677292806935,0.3559907078742981,0.05726010724902153,0.986176609992981,0.10455577075481415,0.0013478597393259406,0.00025,1166.2061795999998
2850,6,28,0.004531378055727264,0.04583602351279066,0.002450641228886292,0.0008000992786215002,0.24480268359184265,0.17297200858592987,2.0277113914489746,0.0688425749540329,0.0015920003643259406,0.00025,1185.3867474999997
2900,4,32,0.027300676454268143,0.020381155201444828,0.0009439536271076958,0.0005878187574398975,0.39330530166625977,9.355616281681023e-10,0.4533366560935974,0.1177571639418602,0.0,0.00025,1205.8303761999996
2950,7,23,0.01993996850870365,0.007655872180769669,0.0027156132797105568,0.0014535021895514416,0.21739690005779266,0.00015088333748281002,0.27733972668647766,0.06070200726389885,3.560384357115254e-05,0.00025,1225.3244886000002
3000,9,27,0.008642431234634575,0.040495663357624716,0.002978674213993272,0.0012238684814994802,0.116331085562706,0.0394711010158062,0.5612655282020569,0.03093465231359005,0.0006154378643259406,0.00025,1243.8563413000002
3050,14,25,0.022842014987870418,0.043447624121731414,0.002782479488720015,0.0014099091078402157,0.02756873518228531,0.17515107989311218,1.8302526473999023,0.0054168701171875,0.00188446044921875,0.00025,1262.3488181000002
3100,6,29,0.01129633528853529,0.020680835030626312,0.0016114134235580106,0.00043377097331715055,0.2655537724494934,4.419693595991703e-06,0.3208935558795929,0.07558950036764145,0.0,0.00025,1280.8302476999997
3150,13,31,0.015372262040111887,0.04874647698535873,0.00113616477723503,1.3419935975717112e-05,0.023589830845594406,0.3076581358909607,3.152803897857666,0.0058263144455850124,0.0015589396934956312,0.00025,1299.598379
3200,4,24,0.01189149141718893,0.03362024916281031,0.0016600896654831458,0.0021129558324162185,0.37687283754348755,0.04391591250896454,0.8749067783355713,0.1120046004652977,0.0007349650259129703,0.00025,1318.1745698999994
3250,12,33,0.0173319666580182,0.004519579853633497,0.0006422551571982766,0.0013979112889853024,0.04132357984781265,4.053303825912735e-08,0.0947132557630539,0.01038106344640255,0.0,0.00025,1336.3358351999996
3300,8,25,0.018316027956254113,0.0012772237671973706,0.001096787331199352,0.0018557179748069567,0.12440016120672226,6.455007678596303e-05,0.18559736013412476,0.03271230310201645,1.52587890625e-05,0.00025,1354.4322376999999
3350,3,33,0.04819279450074727,0.03502517107063224,0.0016147447016698617,0.000517940412159186,0.48269927501678467,0.0016509736888110638,0.5594322085380554,0.1481984555721283,1.2715658158413135e-05,0.00025,1372.6271477
3400,9,35,0.040168673442390716,0.014896927151158878,0.00015348203867427334,0.0021150587912488186,0.1504306197166443,0.0005551846697926521,0.20366905629634857,0.03927358239889145,7.62939453125e-06,0.00025,1391.0059610999997
3450,9,22,0.003243497475603494,0.02299097092458815,0.0021879248926557097,0.0014593900382303033,0.10878288000822067,0.00124876550398767,0.17434810101985931,0.02814483642578125,9.663899982115254e-05,0.00025,1409.8780097
3500,5,33,0.034566705196216435,0.04559627733818112,0.0009894578909645823,0.0013973160555684249,0.3359661102294922,0.6670922636985779,7.061647415161133,0.098175048828125,0.0015309652080759406,0.00025,1430.3581570999995
3550,7,35,0.03309967835476453,0.0025613129135429943,0.0016102287603946407,0.001577949391798154,0.24526381492614746,8.852613291310263e-07,0.3021163046360016,0.06953684985637665,0.0,0.00025,1449.7099441
3600,11,33,0.005222203522463054,0.05313841928836524,0.0011336247865828776,0.000929429744144128,0.05957420542836189,2.1648449897766113,21.759925842285156,0.01454925537109375,0.0040283203125,0.00025,1468.2187303
3650,1,32,0.004695893573880605,0.03402274747761783,0.002901517716575307,0.0014333547008124386,0.5629907250404358,0.05409599468111992,1.1649155616760254,0.17492930591106415,0.00022633871412836015,0.00025,1486.5743156999997
3700,14,22,0.003540434697155941,0.03881782155339205,0.002583123859792167,0.00041070855111600035,0.01963801681995392,0.006097847130149603,0.1384008377790451,0.0044225058518350124,0.00042470297194086015,0.00025,1505.7177755000002
3750,9,27,0.004878547778452174,0.057086826451203894,0.0005245111127555813,0.002766900955051975,0.10060562193393707,2.6610918045043945,26.76384925842285,0.0265782680362463,0.0126775112003088,0.00025,1525.4308990999998
3800,20,24,0.05229375543260096,0.009154071537904119,0.0029404149015979826,0.00168252281910496,0.4276595711708069,0.0002697724848985672,0.44636809825897217,0.01110076904296875,6.357829261105508e-05,0.00025,1544.5836597999996
3850,19,22,0.011489897924560519,0.04432648101147085,0.0016806967425152689,0.0021103085834255696,0.0025619501248002052,0.09863583743572235,0.9976193904876709,0.0005086263408884406,0.0030492148362100124,0.00025,1564.0756400999999
3900,12,27,0.00676246720758217,0.04303859023967915,0.0029398262921503633,0.002873994483962449,0.044815897941589355,0.8336619138717651,8.433164596557617,0.0106048583984375,0.0060628256760537624,0.00025,1583.6248039000002
3950,10,31,0.01729439636804651,0.0049274775882301135,0.0018650589412797787,0.0028194347048759363,0.08806208521127701,0.00038321546162478626,0.14618587493896484,0.0221964530646801,1.2715658158413135e-05,0.00025,1602.6527723999998
4000,19,23,0.001389393854843459,0.050595320184979246,0.0010944572271562249,0.002769364972604131,0.0009203810477629304,0.647996187210083,6.489485263824463,0.00021616618323605508,0.010210673324763775,0.00025,1621.4914752999994
4050,8,29,0.054987680205114096,0.057379629317045065,0.0022567487817313895,0.0015432419894469327,0.3093384802341461,2.0047292709350586,20.394105911254883,0.0787913054227829,0.008941650390625,0.00025,1640.4031442999994
4100,12,23,0.014030724451215844,0.003351557245348142,0.0019111136442911932,0.0011105094328322527,0.039309270679950714,0.00018402611021883786,0.09544640779495239,0.00942230224609375,4.323323810240254e-05,0.00025,1659.0636851999998
4150,13,29,0.03169431290110122,0.02815259544561403,0.0007495390291616473,0.0007941625919938182,0.049507640302181244,0.00013656601367983967,0.11510095745325089,0.0111211147159338,1.780192178557627e-05,0.00025,1677.4758643999994
4200,0,28,0.04748496754148841,0.04176339391244476,0.001585247534885448,0.0010756906190037753,0.6328426599502563,0.12828007340431213,1.9772529602050781,0.20207469165325165,0.0007909139385446906,0.00025,1695.8549926999995
4250,0,26,0.029945835954214364,0.05343445808395742,2.831140878384153e-05,0.002770670028311073,0.6116874814033508,1.251616358757019,13.192085266113281,0.19277191162109375,0.0094757080078125,0.00025,1714.1489672999996
4300,8,32,0.028753120171992306,0.054373833227325544,0.0011365341217694387,9.178572653648775e-05,0.16600841283798218,1.1751203536987305,11.969152450561523,0.0442454032599926,0.00356292724609375,0.00025,1732.4740592999997
4350,13,27,0.05874526118690059,0.05848380145387399,0.0006132855137529645,0.001168290360438771,0.20477646589279175,1.3917168378829956,14.147160530090332,0.03236135095357895,0.009478251449763775,0.00025,1750.7660706999995
4400,19,28,0.017487614468038544,0.010605090875187566,0.00011566865775837421,0.002110750431045576,0.0019019372994080186,0.00023858014901634306,0.016821878030896187,0.0003992716665379703,4.57763671875e-05,0.00025,1770.5716557999995
4450,10,27,0.05309040112079492,0.02271262543758388,0.000624096503181762,0.00018336091037256851,0.19969305396080017,3.218790516257286e-05,0.24412551522254944,0.04602813720703125,1.2715658158413135e-05,0.00025,1790.4643995999995
4500,8,33,0.013087365754298905,0.009960532657710821,0.0007658844095648813,0.0026841294153200764,0.14662601053714752,0.018896669149398804,0.3911532759666443,0.03873443603515625,3.306071084807627e-05,0.00025,1810.1954224
4550,0,30,0.052023637730865026,0.027129764492835832,0.002674103006013475,0.00254538842881802,0.6347046494483948,0.06043876335024834,1.2998578548431396,0.20306143164634705,0.0003662109375,0.00025,1828.4744542999997
4600,14,31,0.019915291480321937,0.019026270554393564,0.0019991641307574503,0.00016048545547273706,0.02013099193572998,0.0003993549617007375,0.08074593544006348,0.0044987997971475124,1.780192178557627e-05,0.00025,1846.8420572999994
4650,8,32,0.04984447078622055,0.02976686602434007,0.002357199612906204,0.0010245258058008437,0.24934566020965576,0.0002947089960798621,0.28619420528411865,0.06524404138326645,1.2715658158413135e-05,0.00025,1865.4679790999999
4700,15,29,0.02590121892919703,0.0024291318810134954,0.0028722767887461114,0.0011289356924656915,0.026247987523674965,8.368342605535872e-07,0.07429790496826172,0.00461578369140625,0.0,0.00025,1884.5560459999997
4750,20,34,0.049302794575465846,0.016163158402703378,0.0020797904053193417,0.002368064640303493,0.21621470153331757,0.06606243550777435,0.8847799301147461,0.0073674521408975124,5.086263263365254e-05,0.00025,1903.4487245
4800,11,28,0.019131962687765593,0.024596097189967536,0.0008174426311723568,0.0016721651283612287,0.05939626321196556,0.0007721855654381216,0.12166929990053177,0.0143280029296875,2.288818359375e-05,0.00025,1921.8393311999998
4850,4,24,0.021704808295822615,0.019501703231707003,0.002291627958184691,0.0018001635043573127,0.39077818393707275,0.003974808380007744,0.5024150013923645,0.11684417724609375,6.357829261105508e-05,0.00025,1940.5143097
4900,16,24,0.03294402717570815,0.020397217849932283,0.001012075819576924,0.002485386105421011,0.01225782185792923,0.005157324951142073,0.07704275846481323,0.0024973552208393812,0.00019327799964230508,0.00025,1958.8717921999996
4950,13,23,0.043030422436998186,0.0440758727496295,1.5139183012552572e-05,0.0026484461246790805,0.06633440405130386,0.24999715387821198,2.6141185760498047,0.013666789047420025,0.0051701865158975124,0.00025,1977.1185528999995
5000,4,27,0.03243418914538949,0.03934226094919052,0.0026402037052648286,0.0007972189989331708,0.39392074942588806,0.02509523183107376,0.7027321457862854,0.11727651208639145,0.00040944418287836015,0.000125,1995.403728899999
5050,8,32,0.05940241750146298,0.010805594489366802,0.002467866730103207,0.0028687312274413217,0.3665786385536194,0.002577605191618204,0.44291597604751587,0.09394582360982895,7.62939453125e-06,0.000125,2013.6540494
5100,3,24,0.009130433224285592,0.024587845621324534,0.002113455464913112,0.0019508098197919285,0.42831695079803467,0.004170060157775879,0.5373769998550415,0.12901052832603455,0.0002288818359375,0.000125,2031.7095793999997
5150,9,28,0.049062461293980265,0.04422962666479865,0.0017073313825001315,0.001919318516293051,0.21140342950820923,0.32732582092285156,3.523292064666748,0.05363210290670395,0.0021820068359375,0.000125,2049.7575510999995
5200,5,32,8.39685018300651e-05,0.004115571510879668,0.0005566778056416791,0.0022185911679827347,0.31225961446762085,1.556121787871234e-05,0.3747224509716034,0.090423583984375,7.62939453125e-06,0.000125,2067.7921817999995
5250,13,35,0.00842410003357341,0.007142137186546529,0.0012079733034329652,0.0018622432383176477,0.022375401109457016,1.1681140499320009e-09,0.07288751751184464,0.005686442367732525,0.0,0.000125,2085.7945965
5300,10,26,0.029097224595138818,0.034560183060104124,0.002203819458991039,0.0011812840670512815,0.13431647419929504,0.006588614080101252,0.24665169417858124,0.03461965173482895,0.000152587890625,0.000125,2103.8006298
5350,11,31,0.0195049998838493,0.030709583041726385,0.0002484265547718627,0.002636251810221047,0.058049384504556656,0.5389970541000366,5.495296001434326,0.0142339076846838,0.0013605754356831312,0.000125,2122.8203541000003
5400,7,24,0.009055313388581867,0.016520725562501032,0.0015725786570096709,0.00042420500893268254,0.2191082239151001,8.13215592643246e-05,0.2782588601112366,0.0612843856215477,1.52587890625e-05,0.000125,2142.014021499999
5450,5,24,0.007569566985876701,0.032047526218374214,0.0024095948736520393,0.00040085383809992703,0.3089306950569153,0.001127030816860497,0.3830186426639557,0.0901438444852829,0.00014241537428461015,0.000125,2161.7374077999993
5500,4,26,0.05522183955296748,0.02258731497016823,0.00021931423121629624,0.0008476843029602206,0.4641510248184204,5.446904833661392e-05,0.5318679213523865,0.142242431640625,7.62939453125e-06,0.000125,2180.9380323000005
5550,9,33,0.04356976525947604,0.03840694506415411,0.0002185959651935453,0.0002608733655645468,0.1827201247215271,0.016859006136655807,0.39807531237602234,0.0481160506606102,7.883708167355508e-05,0.000125,2199.0652235
5600,10,22,0.017711332347758787,0.03345748567905496,0.0005448861286480402,0.0016931467511033967,0.08595126867294312,0.009827764704823494,0.23805971443653107,0.02191416546702385,0.0005035400390625,0.000125,2217.9015586000005
5650,14,30,0.038998131278916694,0.013034774570176655,0.0014967368204027935,0.0010936839396592888,0.054460592567920685,6.746422968717525e-06,0.0931328609585762,0.009691874496638775,2.543131586207892e-06,0.000125,2237.2996488999997
5700,13,30,0.03537572617941361,0.0385517414685601,0.0007967353562218109,0.0005521120769181584,0.045268308371305466,0.02315165475010872,0.32042908668518066,0.01001739501953125,0.00016021728515625,0.000125,2257.244643099999
5750,8,32,0.033078444847149606,0.02467303659106914,0.0022144951577551344,0.00022092784246148335,0.19301044940948486,1.967187472473597e-06,0.24929875135421753,0.05133311077952385,0.0,0.000125,2275.9676927
5800,1,28,0.0272821791484892,0.021713052947570102,0.0013812182039949397,2.902317944395072e-05,0.5824133157730103,6.763448823221552e-08,0.6517837047576904,0.1830037534236908,0.0,0.000125,2294.5565042
5850,7,35,0.03889065478358802,0.027069585029357347,0.0009477921169444469,0.0017279101798854393,0.265325665473938,0.03390517085790634,0.6549595594406128,0.07529449462890625,7.120768714230508e-05,0.000125,2313.415788099999
5900,4,31,0.04058461349271358,0.005145411290646373,0.0008490849304243388,0.0014363319959757453,0.40583348274230957,3.405515940357873e-07,0.4711913466453552,0.12232208251953125,0.0,0.000125,2332.1630179000003
5950,10,30,0.055040943227366836,0.017653325498002637,0.0025200775582804487,0.00018125379054624092,0.25747111439704895,1.6471587514388375e-05,0.29029566049575806,0.05638885498046875,2.543131586207892e-06,0.000125,2350.6419208999996
5999,6,35,0.03726671460263007,0.04939660533100169,0.0019498812067272559,0.0007636789651657221,0.30252358317375183,1.2702425718307495,13.06191349029541,0.08646901696920395,0.0015284221153706312,0.000125,2368.8587974
